loc,folio,line_order,tokens,neutral_roles,pass20_tier,tier_simple,pass16h_final_status,module_short,semantic_function,meta_I,meta_L,meta_H,line_marker_family,functional_gloss_sequence,functional_pseudotranslation,external_translation_status
"f89v2.4,@Lf",f89v2,3796,chokaro,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.5,@Lf",f89v2,3797,sheol,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,FUNC-PARTICLE,FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.6,@Lf",f89v2,3798,chokam,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.11,@Lc",f89v2,3803,otory,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.12,@Lf",f89v2,3804,otair chody,R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.13,@Lf",f89v2,3805,dykaran,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.14,@Lf",f89v2,3806,opcheedey,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.23,@Lc",f89v2,3815,opaloiiry,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.24,@Lf",f89v2,3816,otaram,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.25,@Lf",f89v2,3817,chtchy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.1,@Lc",f89v1,3820,okoraldy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.3,@Lf",f89v1,3822,otchar,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.4,@Lf",f89v1,3823,darshody,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.10,+P0",f89v1,3829,tor sheor cheeor cthey qokol daiin chekal dals chear qotam,R06 R06 R00 R04 H08 R10 R00 R09 R00 H13,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,P,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL QUAL/TAIL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL QUAL/TAIL ARG/FILL OP/HEAD,ARG/FILL / ARG/FILL / ARG/FILL / QUAL/TAIL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / QUAL/TAIL / ARG/FILL / OP/HEAD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.16,+P0",f89v1,3835,qokaiin ykchol qockhy okaldy okal dal chodar okaiin dalg,H08 R07 H07 R00 R07 R09 R00 R10 R09,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,P,A,1,paragraph_continuation,FUNC-PARTICLE ARG/FILL OP/HEAD ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE QUAL/TAIL,FUNC-PARTICLE / ARG/FILL / OP/HEAD / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.19,+P0",f89v1,3838,sar a da ckhy qotchy okol ycheo cthody okol olkaycthy,R06 R00 R06 R00 H13 R07 R06 R04 R07 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,P,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL OPERATOR FUNC-PARTICLE ARG/FILL QUAL/TAIL FUNC-PARTICLE ARG/FILL,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / OPERATOR / FUNC-PARTICLE / ARG/FILL / QUAL/TAIL / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.21,@Lc",f89v1,3840,koeeorain,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.22,@Lf",f89v1,3841,otorshos,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v1.24,@Lf",f89v1,3843,opaldaiin,R10,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f90r1.8,+P0",f90r1,3851,kor sheol qodar oko ykeey qokeey qodar qokeed s choky,R06 R06 H07 R00 R06 H08 H07 H08 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL FUNC-PARTICLE OP/HEAD ARG/FILL ARG/FILL FUNC-PARTICLE OP/HEAD OP/HEAD FUNC-PARTICLE ARG/FILL,ARG/FILL / FUNC-PARTICLE / OP/HEAD / ARG/FILL / ARG/FILL / FUNC-PARTICLE / OP/HEAD / OP/HEAD / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f90r2.1,@P0",f90r2,3853,toealchs shakol sheo qoekeey soeeol qoteody,R00 R06 R06 H07 R06 H16,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_start,ARG/FILL ARG/FILL ARG-LEX OP/HEAD ARG/FILL OP/HEAD,ARG/FILL / ARG/FILL / ARG-LEX / OP/HEAD / ARG/FILL / OP/HEAD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f90r2.2,+P0",f90r2,3854,saiin ckheo saiin qockhey s ykeeody scheey chos ckhs,R06 R00 R06 H07 R06 R00 R06 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,FUNC-PARTICLE ARG/FILL FUNC-PARTICLE OPERATOR FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL ARG/FILL,FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / OPERATOR / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f90v2.5,+P0",f90v2,3863,tcheody cpheal qoar cheol chosolols dshcheal sheol qodar,R00 R00 H07 R00 R00 R00 R06 H07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL OP/HEAD FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE OP/HEAD,ARG/FILL / ARG/FILL / OP/HEAD / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / OP/HEAD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f90v2.6,+P0",f90v2,3864,sal sheol shey qokeey qokeol cheody s ykeeoldarchody y,R06 R06 R06 H08 H08 R00 R06 R00 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE OP/HEAD FUNC-PARTICLE FUNC-PARTICLE ARG/FILL FUNC-PARTICLE,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f90v1.4,+P0",f90v1,3870,kos sheor chockhor qekeody cheody sy s olcheey y qoky,R06 R06 R00 R00 R00 R06 R06 R00 R06 H01,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f93r.30,+P0",f93r,3907,shodaiin qokcho cthol,R05 H08 R07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL OP/HEAD ARG/FILL,ARG/FILL / OP/HEAD / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f93v.8,+P0",f93v,3917,dcho chody teol sheol cheeoldair okchey cthey dsheog okeey dama,R06 R00 R06 R06 R00 R00 R04 R06 R06 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL QUAL/TAIL ARG/FILL FUNC-PARTICLE ARG/FILL,ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / QUAL/TAIL / ARG/FILL / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f93v.9,+P0",f93v,3918,odeeeodl cheodar oksho chody okchey cthol oly ytchol sar dar,R00 R00 R00 R00 R00 R07 R06 R06 R06 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f93v.10,+P0",f93v,3919,ychol chs ckhy scheeol,R06 R00 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f94r.3,+P0",f94r,3922,todal cholky qokal shdy qoky otody qokolchey qokair opary,R06 R07 H08 R06 H01 R00 H08 H08 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,B,3,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL OP/HEAD OP/HEAD ARG/FILL,ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL / OP/HEAD / OP/HEAD / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f94v.6,+P0",f94v,3934,ycheeo lkeol otor opchdy qotar aral otor otchy tody oty,R06 R00 R00 R00 H13 R00 R00 R01 R06 R01,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,B,3,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL OP/HEAD ARG/FILL ARG/FILL QUAL/TAIL ARG/FILL QUAL/TAIL,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / OP/HEAD / ARG/FILL / ARG/FILL / QUAL/TAIL / ARG/FILL / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f95r1.9,+P0",f95r1,3949,tchdy tchor chol tar chdy okol ykoldy olkeedy qotaiin or,R06 R06 R07 R06 R02 R07 R00 R00 H13 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,B,3,paragraph_continuation,ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL ARG/FILL OPERATOR FUNC-PARTICLE,ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / ARG/FILL / OPERATOR / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f95r2.1,@P0",f95r2,3952,kshedy or chdy dalfchy qodaiin chckhyfchy daraiin dalal,R06 R06 R02 R09 H07 R00 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,H,B,3,paragraph_start,ARG/FILL FUNC-PARTICLE FUNC-PARTICLE QUAL/TAIL OP/HEAD ARG/FILL ARG/FILL ARG/FILL,ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / QUAL/TAIL / OP/HEAD / ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f95r2.5,+P0",f95r2,3956,tshod qokal ody chcfhol okal chedy dalshdy qopchdy kary,R06 H08 R00 R00 R07 R02 R09 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,B,3,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE FUNC-PARTICLE QUAL/TAIL ARG/FILL ARG/FILL,ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / QUAL/TAIL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f96r.2,+P0",f96r,3982,ytol oteeor sheol oteey qokeody qokeeody cthey,R06 R01 R06 R01 H11 H11 R04,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,ARG/FILL QUAL/TAIL FUNC-PARTICLE QUALIFIER OPERATOR OP/HEAD QUAL/TAIL,ARG/FILL / QUAL/TAIL / FUNC-PARTICLE / QUALIFIER / OPERATOR / OP/HEAD / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f96r.5,+P0",f96r,3985,daiin chodaiin cthey tol sheor qokeol okol,R10 R00 R04 R06 R06 H08 R07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,FUNC-PARTICLE ARG/FILL QUAL/TAIL ARG/FILL ARG/FILL OP/HEAD FUNC-PARTICLE,FUNC-PARTICLE / ARG/FILL / QUAL/TAIL / ARG/FILL / ARG/FILL / OP/HEAD / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f96r.7,+P0",f96r,3987,oiir or ckhor chkey ckhocthy or chockhy,R00 R06 R00 R00 R04 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE LABEL-FIELD LABEL-FIELD LABEL-FIELD FUNC-PARTICLE LABEL-FIELD,LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f96v.13,+P0",f96v,4006,soysar cheor,R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.2,@Lf",f99r,4008,okary,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-LEX,LABEL-LEX,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.3,@Lf",f99r,4009,darar,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.4,@Lf",f99r,4010,oky,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,FUNC-PARTICLE,FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.5,@Lf",f99r,4011,salo,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.6,@Lf",f99r,4012,aro,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.7,+Lf",f99r,4013,ain,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,+L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.8,@Lf",f99r,4014,okor,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.9,@Lf",f99r,4015,ralol,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.10,@Lf",f99r,4016,skeeal,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.11,@Lf",f99r,4017,okary,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-LEX,LABEL-LEX,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.12,@Lf",f99r,4018,okolo,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.13,@Lf",f99r,4019,otalam,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.18,+P0",f99r,4024,qokeor chol ykol cheey chody ckhol daiin okeoly daiin ckhy,H08 R07 R06 R06 R00 R00 R10 R00 R10 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,P,A,1,paragraph_continuation,OP/HEAD FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL FUNC-PARTICLE ARG/FILL,OP/HEAD / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.19,@Lc",f99r,4025,oparal,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.20,@Lf",f99r,4026,oaro,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.21,@Lf",f99r,4027,aloly,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.23,@Lf",f99r,4029,choky,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.24,@Lf",f99r,4030,oky,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,FUNC-PARTICLE,FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.25,@Lf",f99r,4031,okeoly,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.26,@Lf",f99r,4032,yteold,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.27,@Lf",f99r,4033,cheotchy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.32,@Lc",f99r,4038,tsholdy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.33,@Lf",f99r,4039,okos,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f99r.34,@Lf",f99r,4040,oekey,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
